company_shortname,year,sector,index_listing,n_executives,n_female,female_exec_pct,total_comp_bt,salary_bt,one_year_bonus_bt,multi_year_bonus_bt,total_equity_grants_bt,other_annual_bt,pension_bt,fixed_pct,sti_pct,lti_pct,variable_pct,pension_pct,comp_per_exec,comp_yoy_pct,salary_yoy_pct,sti_yoy_pct,lti_yoy_pct,comp_3yr_mean,comp_volatility_3yr,lti_trend_3yr,ceo_comp,ceo_salary,ceo_sti,n_ceos,board_avg_comp,ceo_board_premium_ratio,ceo_board_premium_pct,peer_rank_total_comp,peer_pct_total_comp,peer_rank_per_exec,sector_rank,sector_pct,year_median_comp,comp_vs_median_pct,comp_above_own_3yr_mean_pct,employees,revenue,ebit,profit_before_tax,staff_costs,total_assets,ROE,ROA,ebit_yoy_pct,empl_yoy_pct,p4p_gap_vs_ebit,p4p_score_vs_ebit,exec_worker_pay_ratio,has_esg_kpi,esg_sti_weight_avg,anomaly_score_pct,is_anomaly,schlechte_zeiten,schlechte_zeiten_score,crisis_GFC_2009,crisis_EuroDebt_2012,crisis_Dieselgate_2015,crisis_COVID_2020,is_energy_company,is_auto_company,dieselgate_era,energiewende_era,esg_kpi_weight_sum,esg_kpi_weight_cnt
Commerzbank,2006,Financials,DAX,9,0.0,0.0,172756.8,37080.0,124479.0,0.0,6283.8,4914.0,0.0,21.5,72.1,3.6,75.7,0.0,19195.2,,,,,172756.8,,,19195.2,4120.0,13831.0,1.0,19195.2,1.0,0.0,11.0,72.222,11.0,4.0,57.143,91194.0,89.439,0.0,,,,,,,,,,,,,,False,0.0,,0,0,,0,0,0,0,0,0,0,0,0.0,9
Commerzbank,2007,Financials,DAX,9,0.0,0.0,131040.0,37440.0,81216.0,0.0,6399.0,5985.0,0.0,28.6,62.0,4.9,66.9,0.0,14560.0,-24.148,0.971,-34.755,,151898.4,,4.25,14560.0,4160.0,9024.0,1.0,14560.0,1.0,0.0,14.0,64.865,19.0,4.0,57.143,113529.5,15.424,-13.732,,,,,,,,,,,,,,False,0.0,,0,0,,0,0,0,0,0,0,0,0,0.0,9
Commerzbank,2008,Financials,DAX,11,0.0,0.0,68420.0,47707.0,0.0,0.0,0.0,20713.0,0.0,69.7,0.0,0.0,0.0,0.0,6220.0,-47.787,27.423,-100.0,,124072.267,16.715,2.833,6220.0,4337.0,0.0,1.0,6220.0,1.0,0.0,21.0,45.946,31.0,6.0,28.571,70730.0,-3.266,-44.855,,,,,,,,,,,,,,False,0.0,26.389,0,0,,0,0,0,0,0,0,0,0,0.0,11
Commerzbank,2009,Financials,DAX,11,0.0,0.0,52404.0,45540.0,0.0,0.0,0.0,6864.0,0.0,86.9,0.0,0.0,0.0,0.0,4764.0,-23.408,-4.542,,,83954.667,13.866,1.633,4764.0,4140.0,0.0,1.0,4764.0,1.0,0.0,21.0,48.718,32.0,5.0,42.857,52838.5,-0.822,-37.581,,,,,,,,,,,,,,False,0.0,67.568,0,0,,1,0,0,0,0,0,0,0,0.0,11
Commerzbank,2010,Financials,DAX,10,0.0,0.0,52750.0,45780.0,0.0,0.0,0.0,6970.0,0.0,86.8,0.0,0.0,0.0,0.0,5275.0,0.66,0.527,,,57858.0,24.224,0.0,5275.0,4578.0,0.0,1.0,5275.0,1.0,0.0,24.0,39.474,34.0,5.0,33.333,81117.0,-34.97,-8.829,,,,,,,,,,,,,,False,0.0,66.667,0,0,,0,0,0,0,0,0,0,0,0.0,10
Commerzbank,2011,Financials,DAX,10,0.0,0.0,53430.0,47920.0,0.0,0.0,0.0,5510.0,0.0,89.7,0.0,0.0,0.0,0.0,5343.0,1.289,4.675,,,52861.333,14.081,0.0,5343.0,4792.0,0.0,1.0,5343.0,1.0,0.0,28.0,30.769,37.0,6.0,16.667,88572.0,-39.676,1.076,,,,,,,,,,,,,,False,0.0,81.081,0,0,,0,0,0,0,0,0,0,1,0.0,10
Commerzbank,2012,Financials,DAX,10,0.0,0.0,116160.0,73130.0,3990.0,0.0,32000.0,7040.0,31860.0,63.0,3.4,27.5,31.0,27.4,11616.0,117.406,52.609,inf,,74113.333,67.222,9.167,11616.0,7313.0,399.0,1.0,11616.0,1.0,0.0,17.0,58.974,25.0,4.0,50.0,94302.0,23.179,56.733,,,,,,,,,,,,,,False,0.0,100.0,1,0,,0,1,0,0,0,0,0,1,0.0,10
Commerzbank,2013,Financials,DAX,9,0.0,0.0,119601.0,65817.0,10458.0,0.0,30384.0,4446.0,35100.0,55.0,8.7,25.4,34.1,29.3,13289.0,2.962,-10.0,162.105,,96397.0,66.562,17.633,13289.0,7313.0,1162.0,1.0,13289.0,1.0,0.0,16.0,62.5,23.0,4.0,50.0,85495.55,39.891,24.071,,,,,,,,,,,,,,False,0.0,51.282,0,0,,0,0,0,0,0,0,0,1,0.0,9
Commerzbank,2014,Financials,DAX,7,0.0,0.0,74498.9,40687.5,6952.4,15930.6,23891.0,2968.0,20965.0,54.6,9.3,53.5,62.8,28.1,10642.7,-37.71,-38.181,-33.521,inf,103419.967,80.429,35.467,10642.7,5812.5,993.2,1.0,10642.7,1.0,0.0,21.0,47.368,24.0,4.0,50.0,88293.57,-15.624,-27.965,,,,,,,,,,,,,,False,0.0,27.027,0,0,,0,0,0,0,0,0,0,1,0.0,7
Commerzbank,2015,Financials,DAX,7,0.0,0.0,80433.5,40687.5,0.0,26705.0,26705.0,4739.0,10318.0,50.6,0.0,66.4,66.4,12.8,11490.5,7.966,0.0,-100.0,67.633,91511.133,25.052,48.433,11490.5,5812.5,0.0,1.0,11490.5,1.0,0.0,22.0,46.154,24.0,5.0,33.333,90210.66,-10.838,-12.105,,,,,,,,,,,,,,False,0.0,42.105,0,0,,0,0,1,0,0,0,1,1,0.0,7
Commerzbank,2016,Financials,DAX,8,0.0,0.0,82672.0,45152.0,0.0,29624.0,29624.0,6344.0,24792.0,54.6,0.0,71.7,71.7,30.0,10334.0,2.783,10.973,,10.931,79201.467,25.01,63.867,10334.0,5644.0,0.0,1.0,10334.0,1.0,0.0,23.0,43.59,30.0,5.0,33.333,98780.0,-16.307,4.382,,,,,,,,,,,,,,False,0.0,34.211,0,0,,0,0,0,0,0,0,1,1,0.0,8
Commerzbank,2017,Financials,DAX,7,1.0,14.3,73549.0,36316.0,7903.0,19747.0,19747.0,4662.0,22736.0,49.4,10.7,53.7,64.4,30.9,10507.0,-11.035,-19.569,inf,-33.341,78884.833,9.822,63.933,10507.0,5188.0,1129.0,1.0,10507.0,1.0,0.0,24.0,43.902,30.0,5.0,33.333,86158.4,-14.635,-6.764,,,,,,,,,,,,,,False,0.0,43.59,0,0,,0,0,0,0,0,0,1,0,0.0,7
Commerzbank,2018,Financials,MDAX,7,1.0,14.3,65982.0,40691.0,2884.0,7210.0,7210.0,6237.0,23814.0,61.7,4.4,21.9,26.2,36.1,9426.0,-10.288,12.047,-63.508,-63.488,74067.667,7.771,49.1,9426.0,5813.0,412.0,1.0,9426.0,1.0,0.0,25.0,42.857,32.0,5.0,33.333,108123.96,-38.976,-10.917,,,,,,,,,,,,,,False,0.0,76.316,0,0,,0,0,0,0,0,0,1,0,0.0,7
Commerzbank,2019,Financials,MDAX,8,1.0,12.5,93520.0,61936.0,5672.0,14536.0,14536.0,6184.0,30464.0,66.2,6.1,31.1,37.2,32.6,11690.0,41.736,52.211,96.671,101.609,77683.667,30.254,35.567,11690.0,7742.0,709.0,1.0,11690.0,1.0,0.0,22.0,48.78,25.0,5.0,33.333,98584.0,-5.137,20.386,,,,,,,,,,,,,,False,0.0,97.436,1,0,,0,0,0,0,0,0,0,0,0.0,8
Commerzbank,2020,Financials,MDAX,8,2.0,25.0,70712.0,60920.0,0.0,0.0,0.0,8360.0,26728.0,86.2,0.0,0.0,0.0,37.8,8839.0,-24.388,-1.64,-100.0,-100.0,76738.0,34.827,17.667,8839.0,7615.0,0.0,1.0,8839.0,1.0,0.0,22.0,48.78,29.0,5.0,33.333,71001.0,-0.407,-7.853,,,,,,,,,,,,,,False,0.0,15.0,0,0,,0,0,0,1,0,0,0,0,0.0,8
Commerzbank,2021,Financials,MDAX,7,2.0,28.6,72935.1,48454.0,10721.2,8040.9,8040.9,5719.0,18291.0,66.4,14.7,22.0,36.7,25.1,10419.3,3.144,-20.463,inf,inf,79055.7,33.216,17.7,10419.3,6922.0,1531.6,1.0,10419.3,1.0,0.0,25.0,45.455,33.0,6.0,16.667,91450.49,-20.246,-7.742,,,,,,,,,,,,,,False,0.0,42.857,0,0,,0,0,0,0,0,0,0,0,0.0,7
Commerzbank,2022,Financials,,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-100.0,-100.0,-100.0,-100.0,47882.367,53.407,11.0,0.0,0.0,0.0,0.0,,,,1.0,51.316,,1.0,58.333,0.0,,-100.0,,,,,,,,,,,,,,False,0.0,34.286,0,0,,0,0,0,0,0,0,0,0,0.0,7
Commerzbank,2023,Financials,,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,24311.7,72.934,,0.0,0.0,0.0,0.0,,,,1.0,51.25,,1.0,58.333,0.0,,-100.0,,,,,,,,,,,,,,False,0.0,,0,0,,0,0,0,0,0,0,0,0,0.0,7
Commerzbank,2024,Financials,,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,1.0,51.25,,1.0,58.333,0.0,,,,,,,,,,,,,,,,False,0.0,,0,0,,0,0,0,0,0,0,0,0,0.0,8
Continental,2006,Automotive,DAX,7,0.0,0.0,113022.0,24017.0,60277.0,0.0,28728.0,0.0,15001.0,21.2,53.3,25.4,78.8,13.3,16146.0,,,,,113022.0,,,16146.0,3431.0,8611.0,1.0,16146.0,1.0,0.0,14.0,63.889,14.0,3.0,60.0,91194.0,23.936,0.0,85224.0,19606216737.0,2170683578.0,1964045880.3,4181746448.7,14293428511.0,21.96,9.05,,,,,0.3,False,0.0,,0,0,,0,0,0,0,0,1,0,0,0.0,7
Continental,2007,Automotive,DAX,8,0.0,0.0,138976.0,28312.0,72432.0,0.0,38232.0,0.0,13760.0,20.4,52.1,27.5,79.6,9.9,17372.0,22.964,17.883,20.165,,125999.0,,26.45,17372.0,3539.0,9054.0,1.0,17372.0,1.0,0.0,11.0,72.973,12.0,2.0,80.0,113529.5,22.414,10.299,151654.0,24465407176.0,2485786885.1,2239946301.3,5377137128.5,40832501660.0,14.89,3.68,14.516,77.948,8.4,1.0,0.5,False,0.0,,0,0,23.0,0,0,0,0,0,1,0,0,0.0,8
Continental,2008,Automotive,DAX and MDAX,7,0.0,0.0,57624.0,23254.0,8568.0,0.0,25802.0,0.0,6923.0,40.4,14.9,44.8,59.6,12.0,8232.0,-58.537,-17.865,-88.171,,103207.333,57.629,32.567,8232.0,3322.0,1224.0,1.0,8232.0,1.0,0.0,26.0,32.432,25.0,5.0,20.0,70730.0,-18.53,-44.167,139155.0,33732982165.0,-253845954.9,-1395735242.0,7997121768.7,34358133497.0,-20.32,-4.55,-110.212,-8.242,51.7,1.0,0.1,False,0.0,58.333,0,0,30.0,0,0,0,0,0,1,0,0,0.0,7
Continental,2009,Automotive,MDAX,9,0.0,0.0,39393.0,23994.0,6993.0,0.0,8406.0,0.0,7992.0,60.9,17.8,21.3,39.1,20.3,4377.0,-31.638,3.182,-18.382,,78664.333,41.527,31.2,4377.0,2666.0,777.0,1.0,4377.0,1.0,0.0,26.0,35.897,33.0,4.0,40.0,52838.5,-25.446,-49.923,134434.0,28949873362.0,-1296684416.0,-2537185416.0,7490833935.0,33204686629.0,-40.6,-7.16,410.815,-3.393,-442.5,-1.0,0.1,False,0.0,43.243,0,0,0.0,1,0,0,0,0,1,0,0,0.0,9
Continental,2010,Automotive,MDAX,9,0.0,0.0,136044.0,56538.0,31761.0,0.0,47745.0,0.0,24642.0,41.6,23.3,35.1,58.4,18.1,15116.0,245.351,135.634,354.183,,77687.0,168.223,33.733,15116.0,6282.0,3529.0,1.0,15116.0,1.0,0.0,10.0,76.316,17.0,3.0,60.0,81117.0,67.713,75.118,148228.0,34822060135.0,2607486729.2,1655080276.3,7876604574.8,32607621549.0,9.29,2.36,-301.089,10.261,546.4,-1.0,0.3,False,0.0,88.889,0,1,60.0,0,0,0,0,0,1,0,0,0.0,9
Continental,2011,Automotive,MDAX,8,0.0,0.0,124000.0,47440.0,30624.0,0.0,45936.0,0.0,21904.0,38.3,24.7,37.0,61.7,17.7,15500.0,-8.853,-16.092,-3.58,,99812.333,153.765,31.133,15500.0,5930.0,3828.0,1.0,15500.0,1.0,0.0,14.0,66.667,18.0,4.0,40.0,88572.0,39.999,24.233,163788.0,39470286869.0,3373585193.0,2408465262.3,8221828094.9,33691082994.0,16.47,4.77,29.381,10.497,-38.2,-1.0,0.3,False,0.0,27.027,0,0,0.0,0,0,0,0,0,1,0,1,0.0,8
Continental,2012,Automotive,DAX and MDAX,8,1.0,12.5,117488.0,49440.0,27224.0,0.0,40824.0,0.0,31712.0,42.1,23.2,34.7,57.9,27.0,14686.0,-5.252,4.216,-11.102,,125844.0,145.736,35.6,14686.0,6180.0,3403.0,1.0,14686.0,1.0,0.0,16.0,61.538,19.0,4.0,40.0,94302.0,24.587,-6.64,169639.0,43192140738.0,4249259488.3,3545755433.4,8989995459.0,36217660647.0,23.36,6.94,25.957,3.572,-31.2,-1.0,0.3,False,0.0,37.838,0,0,0.0,0,1,0,0,0,1,0,1,0.0,8
Continental,2013,Automotive,DAX,9,1.0,11.1,194868.0,54117.0,37215.0,0.0,100827.0,2709.0,0.0,27.8,19.1,51.7,70.8,0.0,21652.0,65.862,9.46,36.699,,145452.0,42.136,41.133,21652.0,6013.0,4135.0,1.0,21652.0,1.0,0.0,10.0,77.5,13.0,4.0,40.0,85495.55,127.928,33.974,177762.0,45966780937.0,4513656275.8,3391758454.2,9825397701.3,36988564344.0,20.63,7.17,6.222,4.788,59.6,1.0,0.4,False,0.0,74.359,0,0,30.0,0,0,0,0,0,1,0,1,0.0,9
Continental,2014,Automotive,DAX,10,2.0,20.0,193550.0,76430.0,69920.0,51500.0,39310.0,5940.0,24150.0,39.5,36.1,46.9,83.0,12.5,19355.0,-0.676,41.231,87.881,inf,168635.333,39.803,44.433,19355.0,7643.0,6992.0,1.0,19355.0,1.0,0.0,9.0,78.947,13.0,4.0,25.0,88293.57,119.212,14.774,189168.0,41893391049.0,4073550330.7,3738822795.5,9417778348.7,36715737633.0,21.55,7.86,-9.751,6.416,9.1,1.0,0.4,False,0.0,51.351,0,0,9.8,0,0,0,0,0,1,0,1,0.0,10
Continental,2015,Automotive,DAX,10,1.0,10.0,222740.0,80500.0,87490.0,57450.0,42600.0,8890.0,48900.0,36.1,39.3,44.9,84.2,22.0,22274.0,15.081,5.325,25.129,11.553,203719.333,34.771,47.833,22274.0,8050.0,8749.0,1.0,22274.0,1.0,0.0,6.0,87.179,10.0,4.0,25.0,90210.66,146.911,9.337,204662.0,42711875923.0,4412936324.1,4213268755.7,9977499441.4,35748224517.0,20.64,8.31,8.331,8.191,6.7,1.0,0.5,False,0.0,55.263,0,0,15.1,0,0,1,0,0,1,1,1,0.0,10
Continental,2016,Automotive,DAX,9,1.0,11.1,181035.0,72450.0,58869.0,51300.0,38340.0,8541.0,42372.0,40.0,32.5,49.5,82.0,23.4,20115.0,-18.724,-10.0,-32.713,-10.705,199108.333,16.915,47.1,20115.0,8050.0,6541.0,1.0,20115.0,1.0,0.0,12.0,71.795,14.0,4.0,25.0,98780.0,83.271,-9.077,216019.0,42743210099.0,4338673788.1,4194051328.5,10220233102.0,38131946165.0,19.02,7.75,-1.683,5.549,-17.0,1.0,0.4,False,0.0,15.789,0,0,1.7,0,0,0,0,0,1,1,1,0.0,9
Continental,2017,Automotive,DAX,9,1.0,11.1,242667.0,70587.0,82080.0,65349.0,40986.0,3384.0,64494.0,29.1,33.8,43.8,77.6,26.6,26963.0,34.044,-2.571,39.428,27.386,215480.667,26.73,46.067,26963.0,7843.0,9120.0,1.0,26963.0,1.0,0.0,9.0,80.488,10.0,4.0,25.0,86158.4,181.652,12.617,230656.0,52780574597.0,5259648211.3,5127965118.1,12817274336.0,44902375697.0,18.32,7.97,21.227,6.776,12.8,1.0,0.5,False,0.0,56.41,0,0,30.0,0,0,0,0,0,1,1,0,0.0,9
Continental,2018,Automotive,DAX,8,1.0,12.5,167408.0,57200.0,28608.0,57128.0,33208.0,1792.0,45552.0,34.2,17.1,54.0,71.1,27.2,20926.0,-31.013,-18.965,-65.146,-12.58,197036.667,34.564,49.1,20926.0,7150.0,3576.0,1.0,20926.0,1.0,0.0,16.0,64.286,17.0,4.0,25.0,108123.96,54.83,-15.037,242797.0,50843063620.0,4503058269.1,4408137721.3,12738474919.0,46310006336.0,15.8,7.16,-14.385,5.264,-16.6,1.0,0.4,False,0.0,10.526,0,0,14.4,0,0,0,0,0,1,1,0,0.0,8
Continental,2019,Automotive,DAX,8,1.0,12.5,103344.0,57200.0,11656.0,57128.0,33288.0,1200.0,49816.0,55.3,11.3,87.5,98.8,48.2,12918.0,-38.268,0.0,-59.256,0.0,171139.667,39.821,61.767,12918.0,7150.0,1457.0,1.0,12918.0,1.0,0.0,20.0,53.659,23.0,4.0,25.0,98584.0,4.828,-39.614,,49967028053.0,-162331278.9,-661233153.9,13199948281.0,47821109653.0,-7.72,-2.88,-103.605,0.0,65.3,1.0,,False,0.0,17.949,0,0,30.0,0,0,0,0,0,1,0,0,0.0,8
Continental,2020,Automotive,DAX,9,1.0,11.1,118998.0,69975.0,7083.0,59166.0,40491.0,1449.0,68337.0,58.8,6.0,83.7,89.7,57.4,13222.0,15.147,22.334,-39.233,3.567,129916.667,28.973,75.067,13222.0,7775.0,787.0,1.0,13222.0,1.0,0.0,18.0,58.537,20.0,4.0,25.0,71001.0,67.6,-8.404,235480.0,46289007903.0,-917379436.3,-1141325058.0,14441363525.0,48639762031.0,-7.61,-2.43,465.128,-3.014,-450.0,1.0,0.2,False,0.0,90.0,1,0,15.1,0,0,0,1,0,1,0,0,0.0,9
Continental,2021,Automotive,DAX,10,2.0,20.0,269870.0,73260.0,84410.0,0.0,110510.0,1690.0,79000.0,27.1,31.3,40.9,72.2,29.3,26987.0,126.785,4.695,1091.727,-100.0,164070.667,84.221,70.7,26987.0,7326.0,8441.0,1.0,26987.0,1.0,0.0,6.0,88.636,12.0,3.0,60.0,91450.49,195.1,64.484,193451.0,38242475902.0,2060652999.4,2113885213.9,10688122581.0,40593301100.0,11.51,4.06,-324.624,-17.848,451.4,-1.0,0.5,False,0.0,92.857,1,1,60.0,0,0,0,0,0,1,0,0,0.0,10
Continental,2022,Automotive,,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-100.0,-100.0,-100.0,,129622.667,113.397,62.3,0.0,0.0,0.0,0.0,,,,1.0,51.316,,1.0,60.0,0.0,,-100.0,199038.0,42033512573.0,872478381.4,593882595.06,10849983294.0,40452598811.0,0.49,0.18,-57.66,2.888,-42.3,1.0,,False,0.0,88.571,0,0,30.0,0,0,0,0,0,1,0,0,0.0,5
Continental,2023,Automotive,,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,89956.667,160.361,,0.0,0.0,0.0,0.0,,,,1.0,51.25,,1.0,57.143,0.0,,-100.0,202763.0,45769673041.0,2215304994.2,1787890802.4,12591701651.0,41716862722.0,8.19,3.06,153.909,1.872,,,,False,0.0,,0,0,,0,0,0,0,0,1,0,0,0.0,7
Continental,2024,Automotive,,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,1.0,51.25,,1.0,57.143,0.0,,,197138.0,41264050865.0,2341679565.2,1962481232.8,11655413949.0,38404999328.0,7.89,3.16,5.705,-2.774,,,,True,10.0,,0,0,,0,0,0,0,0,1,0,0,70.0,7
Covestro,2015,Materials,MDAX,4,0.0,0.0,13120.0,3640.0,8008.0,0.0,0.0,1472.0,1744.0,27.7,61.0,0.0,61.0,13.3,3280.0,,,,,13120.0,,,3280.0,910.0,2002.0,1.0,3280.0,1.0,0.0,39.0,2.564,39.0,9.0,11.111,90210.66,-85.456,0.0,15761.0,13153672637.0,757735156.06,549793468.12,1773492197.2,11465099035.0,9.5,3.26,,,,,0.0,False,0.0,,0,0,,0,0,1,0,0,0,1,1,0.0,4
Covestro,2016,Materials,MDAX,4,0.0,0.0,64852.0,11320.0,28296.0,0.0,19528.0,684.0,5192.0,17.5,43.6,30.1,73.7,8.0,16213.0,394.299,210.989,253.347,,38986.0,,15.05,16213.0,2830.0,7074.0,1.0,16213.0,1.0,0.0,27.0,33.333,20.0,4.0,66.667,98780.0,-34.347,66.347,15675.0,12548001160.0,1393519618.0,1196403000.4,1997518665.8,10787654895.0,18.82,7.77,83.906,-0.546,310.4,1.0,0.1,False,0.0,,0,0,30.0,0,0,0,0,0,0,1,1,0.0,4
Covestro,2017,Materials,MDAX,4,0.0,0.0,55880.0,10168.0,23524.0,0.0,12772.0,4200.0,5160.0,18.2,42.1,22.9,65.0,9.2,13970.0,-13.835,-10.177,-16.865,,44617.333,288.594,17.667,13970.0,2542.0,5881.0,1.0,13970.0,1.0,0.0,30.0,29.268,24.0,5.0,55.556,86158.4,-35.143,25.243,15989.0,16955697376.0,3372430401.8,3187738267.4,2296658684.0,13601256468.0,37.36,17.71,142.008,2.003,-155.8,-1.0,0.1,False,0.0,20.513,0,0,0.0,0,0,0,0,0,0,1,0,0.0,4
Covestro,2018,Materials,DAX and MDAX,4,0.0,0.0,53912.0,10004.0,25236.0,0.0,14240.0,1084.0,5736.0,18.6,46.8,26.4,73.2,10.6,13478.0,-3.522,-1.613,7.278,,58214.667,232.716,26.467,13478.0,2501.0,6309.0,1.0,13478.0,1.0,0.0,30.0,30.952,24.0,4.0,62.5,108123.96,-50.139,-7.391,16607.0,16735328433.0,2954101488.6,2835021428.6,2241911129.7,12691186395.0,33.83,16.45,-12.404,3.865,8.9,1.0,0.1,False,0.0,44.737,0,0,12.4,0,0,0,0,0,0,1,0,0.0,4
Covestro,2019,Materials,DAX,4,1.0,25.0,25096.0,11084.0,2196.0,0.0,10896.0,920.0,5404.0,44.2,8.8,43.4,52.2,21.5,6274.0,-53.45,10.796,-91.298,,44962.667,26.358,30.9,6274.0,2771.0,549.0,1.0,6274.0,1.0,0.0,36.0,14.634,37.0,7.0,25.0,98584.0,-74.544,-44.185,17142.0,13943638984.0,962753674.63,854907288.67,1979430542.2,12939319515.0,10.51,4.79,-67.41,3.222,14.0,1.0,0.1,False,0.0,35.897,0,0,30.0,0,0,0,0,0,0,0,0,0.0,4
Covestro,2020,Materials,DAX,4,1.0,25.0,27788.0,12672.0,1252.0,0.0,13396.0,468.0,5772.0,45.6,4.5,48.2,52.7,20.8,6947.0,10.727,14.327,-42.987,,35598.667,33.701,39.333,6947.0,3168.0,313.0,1.0,6947.0,1.0,0.0,35.0,17.073,35.0,7.0,25.0,71001.0,-60.863,-21.941,17142.0,13137325100.0,857742410.3,742395076.16,2114292092.9,15859031346.0,8.13,3.55,-10.907,0.0,21.6,-1.0,0.1,False,0.0,57.5,0,1,21.6,0,0,0,1,0,0,0,0,0.0,4
Covestro,2021,Materials,DAX,4,1.0,25.0,60304.0,12772.0,30476.0,0.0,16604.0,452.0,8696.0,21.2,50.5,27.5,78.1,14.4,15076.0,117.015,0.789,2334.185,,37729.333,86.095,39.7,15076.0,3193.0,7619.0,1.0,15076.0,1.0,0.0,29.0,36.364,23.0,6.0,44.444,91450.49,-34.058,59.833,16736.0,18011742690.0,2563074495.8,2474731671.8,1951470329.8,17635719388.0,20.82,10.38,198.816,-2.368,-81.8,1.0,0.1,False,0.0,97.619,1,0,30.0,0,0,0,0,0,0,0,0,0.0,4
Covestro,2022,Materials,,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-100.0,-100.0,-100.0,,29364.0,108.515,37.85,0.0,0.0,0.0,0.0,,,,1.0,51.316,,1.0,60.0,0.0,,-100.0,18013.0,19164659605.0,275182667.97,138657933.47,2127865979.1,15556353536.0,-3.82,-1.87,-89.264,7.63,-10.7,1.0,,False,0.0,80.0,0,0,30.0,0,0,0,0,0,0,0,0,0.0,4
Covestro,2023,Materials,,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20101.333,153.452,,0.0,0.0,0.0,0.0,,,,1.0,51.25,,1.0,60.0,0.0,,-100.0,17520.0,15886592130.0,13730736162.0,13527416071.0,,7507373369.2,303.91,,4889.681,-2.737,,,,False,0.0,,0,0,,0,0,0,0,0,0,0,0,0.0,6
Daimler,2006,Automotive,DAX,9,0.0,0.0,265032.0,53289.0,83115.0,0.0,114777.0,13851.0,22599.0,20.1,31.4,43.3,74.7,8.5,29448.0,,,,,265032.0,,,29448.0,5921.0,9235.0,1.0,29448.0,1.0,0.0,5.0,88.889,5.0,1.0,100.0,91194.0,190.624,0.0,274024.0,202921116567.0,6350586223.1,6698274892.3,31047017757.0,286624529673.0,10.03,1.72,,,,,0.3,False,0.0,,0,0,,0,0,0,0,0,1,0,0,0.0,9
Daimler,2007,Automotive,DAX,9,0.0,0.0,296896.41,46674.0,153342.0,0.0,79087.419,17793.0,19719.0,15.7,51.6,26.6,78.3,6.6,32988.49,12.023,-12.413,84.494,,280964.205,,34.95,32988.49,5186.0,17038.0,1.0,32988.49,1.0,0.0,3.0,94.595,4.0,1.0,100.0,113529.5,161.515,5.671,272382.0,190542645538.0,12312638580.0,12801375549.0,29818843506.0,198871783401.0,10.41,2.95,93.882,-0.599,-81.9,1.0,0.3,False,0.0,,0,0,12.0,0,0,0,0,0,1,0,0,0.0,9
Daimler,2008,Automotive,DAX,6,0.0,0.0,100560.0,26490.0,9210.0,0.0,53484.0,11376.0,14910.0,26.3,9.2,53.2,62.3,14.8,16760.0,-66.13,-43.245,-93.994,,220829.47,55.262,41.033,16760.0,4415.0,1535.0,1.0,16760.0,1.0,0.0,13.0,67.568,10.0,2.0,80.0,70730.0,42.174,-54.463,273216.0,133426388342.0,6264038612.8,3889799583.0,21142695980.0,184009091613.0,4.12,1.02,-49.125,0.306,-17.0,1.0,0.2,False,0.0,58.333,0,0,30.0,0,0,0,0,0,1,0,0,0.0,6
Daimler,2009,Automotive,DAX,7,0.0,0.0,84560.0,25494.0,12663.0,0.0,36365.0,10038.0,11620.0,30.1,15.0,43.0,58.0,13.7,12080.0,-15.911,-3.76,37.492,,160672.137,39.602,40.933,12080.0,3642.0,1809.0,1.0,12080.0,1.0,0.0,13.0,69.231,16.0,2.0,80.0,52838.5,60.035,-47.371,256407.0,113697945591.0,-230496063.2,-3310499708.0,20273569362.0,185579583510.0,-8.3,-2.05,-103.68,-6.152,87.8,1.0,0.2,False,0.0,56.757,0,0,30.0,1,0,0,0,0,1,0,0,0.0,7
Daimler,2010,Automotive,DAX,6,0.0,0.0,155910.0,23994.0,81084.0,0.0,44784.0,6048.0,10908.0,15.4,52.0,28.7,80.7,7.0,25985.0,84.378,-5.884,540.322,,113676.667,76.629,41.633,25985.0,3999.0,13514.0,1.0,25985.0,1.0,0.0,7.0,84.211,5.0,2.0,80.0,81117.0,92.204,37.152,260100.0,130696528988.0,9425134044.9,8860962900.6,21997327032.0,181590915931.0,11.85,3.31,-4189.065,1.44,4273.4,-1.0,0.3,False,0.0,72.222,0,1,60.0,0,0,0,0,0,1,0,0,0.0,6
