company_shortname,year,total_comp_bt,anomaly_score_pct,is_anomaly,fixed_pct,sti_pct,lti_pct,equity_pct,bonus_salary_ratio,comp_yoy_pct
1&1 Drillisch,2017,2895.0,8.372434637730173,0,48.35924006908463,50.086355785837654,0.0,0.0,1.0357142857142858,
1&1 Drillisch,2018,1556.0,4.870810735092538,0,44.987146529562985,34.12596401028278,19.28020565552699,0.0,0.7585714285714286,-46.252158894645945
AMB Generali,2006,3130.0,6.2151620718213065,0,35.75079872204473,63.83386581469649,0.0,0.0,1.7855227882037534,
AMB Generali,2007,3016.0,6.483960663055904,0,33.88594164456234,62.234748010610076,0.0,0.0,1.8365949119373777,-3.642172523961662
AWD,2006,3095.0,3.9500108844731265,0,51.76090468497577,43.004846526655896,1.8739903069466883,1.8739903069466883,0.8308364544319601,
AWD,2007,2426.0,5.211369506093117,0,59.93404781533388,34.21269579554823,1.8136850783182192,1.8136850783182192,0.5708390646492435,-21.615508885298873
AWD,2008,3707.0,5.445304712180054,0,59.64391691394659,29.45778257350958,2.967359050445104,0.0,0.49389416553595655,52.802967848309976
Aareal Bank,2006,6630.048,3.4860122482962157,0,27.450781653466162,38.91374542084763,32.126464242792814,32.126464242792814,1.4175824175824177,
Aareal Bank,2007,9372.702,5.165490790097348,0,18.61789695223427,22.885609720654728,51.58597808828234,51.58597808828234,1.2292263610315186,41.36703082692614
Aareal Bank,2008,5488.016,4.078111030890566,0,44.50606557998373,26.307321261454046,27.332281830082128,27.332281830082128,0.5910951893551689,-41.44681010876052
Aareal Bank,2009,2126.654,10.83152458195405,0,94.04444728667663,0.0,0.0,0.0,0.0,-61.249129011285675
Aareal Bank,2010,2139.0,17.311772249379732,0,93.50163627863488,0.0,0.0,0.0,0.0,0.5805363731006485
Aareal Bank,2011,10905.17,8.213245803066554,0,25.21739688606413,41.57775623855474,31.85644056901451,25.71314339895664,1.6487727272727273,409.8256194483404
Aareal Bank,2012,7687.821,6.912159375962952,0,40.973898845979896,11.446676503003907,45.78670601201563,28.616691257509768,0.27936507936507937,-29.502969692356928
Aareal Bank,2013,8247.976,5.880433275288084,0,38.54481390343521,15.151147384521972,44.56026545179083,27.850165907369274,0.39307875301926576,7.286264859704739
Aareal Bank,2014,7598.535,5.990862136027526,0,52.51012201694143,13.004085655985003,32.51021413996251,32.51021413996251,0.24764912280701754,-7.873943862106303
Aareal Bank,2015,8428.704,11.103403841147655,0,47.304627140779886,11.371617748114064,39.66137617360865,29.645257444086305,0.2403912351802671,10.925382326988032
Aareal Bank,2016,7569.302,5.991297365704339,0,52.49155074008145,9.55892630522603,35.89352096137795,25.303522042058834,0.18210409428668362,-10.196134542155
Aareal Bank,2017,8774.696,5.666941891813698,0,50.91914295378438,11.6707063127885,35.36556708061453,24.388309292994307,0.22920076096687556,15.924770870550553
Aareal Bank,2018,9342.333,5.607244261191393,0,50.180185185006785,11.251557828221278,36.73611291740511,23.985678951927746,0.22422312286689416,6.469021832779176
Aareal Bank,2019,10931.99,5.873281882935903,0,52.935988781548474,8.789424432331169,36.02734726248378,23.109132006158074,0.16603873158207327,17.015631962594348
Adidas,2006,8813.0,3.689667933264603,0,30.33019403154431,43.53795529331669,22.693747872461138,0.0,1.4354657687991021,
Adidas,2007,10612.0,4.0627754081056855,0,25.047116471918585,40.02073124764418,32.03920090463626,0.0,1.5978179082016555,20.413026211278783
Adidas,2008,8416.0,4.221922285830421,0,33.95912547528518,49.9287072243346,14.258555133079847,0.0,1.470258922323303,-20.69355446664154
Adidas,2009,10494.0,3.9595796752311583,0,27.453783114160473,36.32551934438727,35.258242805412614,0.0,1.3231516834432488,24.691064638783278
Adidas,2010,11494.0,3.6047223995300186,0,27.144597181137986,33.40003480076562,38.62884983469637,0.0,1.230448717948718,9.529254812273692
Adidas,2011,14529.0,5.054168380437044,0,21.894142748984788,17.98472021474293,59.474155137999865,0.0,0.8214397988054071,26.405080911780065
Adidas,2012,10309.0,3.213565523024021,0,32.20486953147735,26.394412649141525,40.430691628673976,0.0,0.819578313253012,-29.04535756074059
Adidas,2013,9625.0,5.218018612979409,0,36.78961038961039,19.522077922077923,42.25454545454546,0.0,0.5306410618469359,-6.634979144436903
Adidas,2014,14233.19,8.109575276596923,0,26.72257589479238,10.740311904780306,61.74248358941319,0.0,0.40191903456707356,47.87729870129871
Adidas,2015,7413.897,5.493329464238532,0,53.7381083119984,44.74572549362367,0.0,0.0,0.8326628327486741,-47.911206131583995
Adidas,2016,11332.72,6.400166228499832,0,41.65202175647153,57.18753309002606,0.0,0.0,1.3729833673953835,52.857802043918326
Adidas,2017,33112.59,8.523945233514937,0,17.12305802717335,22.810036907411956,59.7787729682275,0.0,1.3321240207919451,192.18572416860206
Adidas,2018,17367.91,5.153443757051814,0,34.44104673504181,25.51178005874052,39.36109756441621,39.36109756441621,0.7407376510651673,-47.54892323433473
Adidas,2019,16493.6,9.040228459982211,0,36.233041907163994,21.67084202357278,40.61554784886259,40.61554784886259,0.5980961267093621,-5.034054183836744
Adidas,2020,8269.964,10.98941720187894,0,67.09470561177775,0.0,30.01349219899869,30.01349219899869,0.0,-49.85955764660231
Adidas,2021,27310.39,7.21139566154584,0,23.08034780902067,23.909702497840566,51.93078531650409,51.93078531650409,1.0359333704882798,230.2358994549432
Aixtron,2020,1926.0,15.019210817612667,0,41.978193146417446,50.467289719626166,2.1806853582554515,0.0,1.202226345083488,
Aixtron,2021,6941.0,10.884874623995938,0,14.263074484944532,50.122460740527295,33.957642990923496,33.957642990923496,3.514141414141414,260.3842159916926
Allianz,2006,41195.0,10.221817890588708,0,19.541206457094308,40.898167253307435,38.912489379779096,29.91867945138973,2.0929192546583852,
Allianz,2007,38823.0,9.174594463060536,0,20.735131236638075,37.36187311645159,40.72070679751694,31.754372408108594,1.801863354037267,-5.757980337419588
Allianz,2008,26276.0,5.65490630394975,0,31.587760694169585,27.344344649109452,38.50662201248287,29.475567057390773,0.8656626506024097,-32.31847100945316
Allianz,2009,30865.0,7.738308841666017,0,24.688158107889194,40.03887898914628,33.42621091851612,28.070630163615746,1.6217847769028872,17.46460648500532
Allianz,2010,37836.0,7.95916498994336,0,20.08668992493921,26.22105930859499,52.44211861718998,26.22105930859499,1.3053947368421053,22.585452778227765
Allianz,2011,26715.0,5.249793454239865,0,29.122215983529852,23.810593299644395,45.25921766797679,23.810593299644395,0.8176092544987147,-29.392641928322227
Allianz,2012,39079.0,7.1355909101429065,0,20.83983725274444,25.850200875150335,51.95117582333223,25.975587911666114,1.2404223968565815,46.28111547819578
Allianz,2013,41664.0,7.53980157514052,0,20.233294930875577,26.30808371735791,52.61616743471582,26.30808371735791,1.3002372479240807,6.61480590598531
Allianz,2014,30228.0,5.224847017269037,0,29.045917692205904,35.08998279740638,35.08998279740638,35.08998279740638,1.2080865603644646,-27.448156682027648
Allianz,2015,56815.0,10.691096792644704,0,14.087828918419431,17.11695854967878,68.46959429728065,17.11695854967878,1.2150174912543728,87.95487627365357
Allianz,2016,25504.0,14.521689371173288,0,27.936794228356337,34.93961731493099,36.409974905897116,34.93961731493099,1.2506666666666666,-55.11044618498636
Allianz,2017,24072.0,4.4969839194520915,0,29.59870388833499,34.77484214024592,34.77484214024592,34.77484214024592,1.1748771929824562,-5.614805520702637
